EAR,MAR,TIME
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.24250156479774876,0.5426933852494596,11:06:43.937095
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.24250156479774876,0.5426933852494596,11:06:43.937095
0.29501016076757935,0.7377775186721341,11:06:44.113421
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.24250156479774876,0.5426933852494596,11:06:43.937095
0.29501016076757935,0.7377775186721341,11:06:44.113421
0.24270606865133007,0.4333333333333333,11:06:44.271620
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
0.255153201822805,0.12761423749153966,11:06:31.896976
0.2601287361984735,0.1,11:06:32.029993
0.22784542174759456,0.12761423749153966,11:06:32.162805
0.2504539276624378,0.16881650340819931,11:06:32.288967
0.25071494106467196,0.24335210265819232,11:06:32.431278
0.22860724252083342,0.31490568428092564,11:06:32.542791
0.23352070293339666,0.5194401278106691,11:06:32.663547
0.2289379871677,0.4448410254942702,11:06:32.776421
0.24379617994074015,1.1377438871055607,11:06:32.896616
0.2290783047329146,1.4011889615872732,11:06:33.015353
0.24250156479774876,0.5426933852494596,11:06:43.937095
0.29501016076757935,0.7377775186721341,11:06:44.113421
0.24270606865133007,0.4333333333333333,11:06:44.271620
0.27254834416817364,0.4666666666666667,11:06:44.431225
0.2597392080006481,0.3707701875205887,11:06:31.410088
0.25917044141421053,0.3,11:06:31.530191
0.2518963609299392,0.310818510677892,11:06:31.651684
0.26523060831341316,0.18240453183331934,11:06:31.778430
